Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
412,sense,A1,noun; verb,/sens/,感觉；意义；理智；察觉,make sense;sense of;common sense,Your explanation finally makes sense now.,你的解释现在终于说得通了。,feeling;meaning;detect,nonsense,make sense = 有道理。
413,perhaps,A1,adv.,/pəˈhæps/,也许；可能,perhaps not;or perhaps,Perhaps we should leave a little earlier.,也许我们该早点出发。,maybe;possibly;conceivably,certainly;definitely,比 maybe 稍正式。
414,add,A1,verb,/æd/,添加；增加；补充说,add to;add up;add that,Please add a little salt to the soup.,请往汤里加点盐。,include;increase;append,remove;subtract,add up = 加起来/说得通。
415,rule,A1,noun; verb,/ruːl/,规则；统治；裁定,as a rule;rule of;break the rules,"As a rule, the library closes at nine.",通常图书馆九点关门。,regulation;govern;principle,exception,as a rule = 通常。
416,pass,A1,verb; noun,/pɑːs/,通过；传递；及格；通行证,pass by;pass on;pass an exam,He was happy to pass the driving test.,他很高兴通过了驾照考试。,go by;hand;succeed,fail;stop,pass away = 去世（委婉）。
417,produce,A1,verb; noun,/prəˈdjuːs/; /ˈprɒdjuːs/,生产；制作；农产品,produce of;produce for;mass produce,This factory produces electric cars.,这家工厂生产电动汽车。,make;create;manufacture,consume;destroy,动词重音在第二音节；名词农产品在第一音节。
418,sell,A1,verb,/sel/,卖；销售；推销,sell out;sell for;for sale,They sell fresh fruit at that stall.,那个摊位卖新鲜水果。,vend;market;trade,buy;purchase,sold；sell out = 卖光。
419,short,A1,adj.; adv.,/ʃɔːt/,短的；矮的；短缺的,short of;in short;short cut,We were short of time before the deadline.,截止日期前我们时间不够。,brief;low;scarce,long;tall,in short = 简言之。
420,agree,A1,verb,/əˈɡriː/,同意；达成一致,agree with;agree to;agree on,I agree with your point completely.,我完全同意你的观点。,consent;accept;concur,disagree;oppose,agree with sb；agree on sth。
421,law,A1,noun,/lɔː/,法律；法规；定律,by law;law of;break the law,Everyone must obey the traffic law.,每个人都必须遵守交通法规。,rule;legislation;statute,,lawyer = 律师。
422,everything,A1,pron.,/ˈevriθɪŋ/,一切；每件事,everything else;everything from;and everything,Everything is ready for the guests.,客人的一切都准备好了。,all;the lot,nothing,作单数：Everything is…。
423,research,A1,noun; verb,/rɪˈsɜːtʃ/; /ˈriːsɜːtʃ/,研究；调查,research into;research on;do research,She is doing research on climate change.,她正在做气候变化方面的研究。,study;investigate;enquiry,,不可数名词为主；也可作动词。
424,cover,A1,verb; noun,/ˈkʌvə(r)/,覆盖；报道；封面；保险,cover up;under cover;cover for,Snow covered the rooftops overnight.,一夜之间积雪覆盖了屋顶。,hide;include;lid,expose;uncover,cover a topic = 涵盖某个主题。
425,paper,A1,noun; adj.; verb,/ˈpeɪpə(r)/,纸；报纸；论文；文件,on paper;piece of paper;paper work,Please write your answers on this paper.,请在这张纸上写下答案。,document;newspaper;essay,,papers 可指文件或试卷。
426,position,A1,noun; verb,/pəˈzɪʃn/,位置；职位；立场,in position;position of;take a position,What is your position on this proposal?,你对这项提议持什么立场？,place;post;stance,,job position = 职位。
427,near,A1,prep.; adj.; adv.; verb,/nɪə(r)/,靠近；近的；将近,near to;near here;come near,There is a park near my flat.,我公寓附近有一座公园。,close;nearby;almost,far;distant,nearly = 几乎。
428,human,A1,adj.; noun,/ˈhjuːmən/,人的；人类；人,human being;human nature;human rights,Human beings need clean air and water.,人类需要洁净的空气和水。,person;mortal;humankind,animal;machine,human rights = 人权。
429,computer,A1,noun,/kəmˈpjuːtə(r)/,计算机；电脑,computer science;on the computer;computer program,I saved the file on my computer.,我把文件保存在电脑上了。,PC;laptop;machine,,computer literacy = 计算机应用能力。
430,situation,A1,noun,/ˌsɪtʃuˈeɪʃn/,情况；局面；处境,in a situation;situation of;current situation,We need to discuss the current situation.,我们需要讨论当前形势。,circumstance;condition;state,,in this situation = 在这种情况下。
431,staff,A1,noun; verb,/stɑːf/,全体职员；配备人员,staff of;staff member;office staff,The hotel staff were very helpful.,酒店员工非常乐于助人。,employees;personnel;workforce,,英式集体名词，动词单复数皆可。
432,activity,A1,noun,/ækˈtɪvəti/,活动；行动,outdoor activity;activity of;learning activity,The school organises many outdoor activities.,学校组织许多户外活动。,pursuit;event;action,inactivity,复数 activities 很常见。
433,film,A1,noun; verb,/fɪlm/,电影；胶片；拍摄,film of;see a film;film industry,We saw a brilliant film last weekend.,上周末我们看了一部精彩的电影。,movie;picture;shoot,,英式常用 film；美式常说 movie。
434,morning,A1,noun; adj.,/ˈmɔːnɪŋ/,早晨；上午,in the morning;good morning;tomorrow morning,I go jogging every morning before work.,我每天早上上班前慢跑。,a.m.;forenoon,evening;night,this morning / tomorrow morning。
435,war,A1,noun; verb,/wɔː(r)/,战争；斗争,at war;world war;war on,The book describes life during the war.,这本书描述了战争时期的生活。,conflict;battle;fight,peace,post-war = 战后的。
436,account,A1,noun; verb,/əˈkaʊnt/,账户；叙述；解释；占,bank account;account for;on account of,I opened a new bank account last week.,我上周开了一个新银行账户。,report;explain;narrative,,account for = 解释/占……比例。
437,shop,A1,noun; verb,/ʃɒp/,商店；购物,shop for;go shopping;gift shop,She works in a small book shop.,她在一家小书店工作。,store;buy;outlet,,go shopping；英式 shop ≈ 美式 store。
438,major,A1,adj.; noun; verb,/ˈmeɪdʒə(r)/,主要的；重大的；专业；主修,major in;major part;major problem,Traffic is a major problem in this city.,交通是这座城市的主要问题。,main;important;principal,minor;trivial,major in English = 主修英语。
439,someone,A1,pron.,/ˈsʌmwʌn/,某人；有人,someone else;someone who;if someone,Someone left a message on your desk.,有人在你桌上留了言。,somebody;a person,no one;anyone,肯定句 someone；疑问否定常 anyone。
440,above,A1,prep.; adv.; adj.,/əˈbʌv/,在……上面；高于；上述的,above all;above average;as above,The clock hangs above the classroom door.,时钟挂在教室门上方。,over;beyond;higher than,below;under,above all = 最重要的是。
441,design,A1,noun; verb,/dɪˈzaɪn/,设计；图案；构思,design for;by design;interior design,She designs websites for small companies.,她为小公司设计网站。,plan;create;pattern,,by design = 故意地。
442,event,A1,noun,/ɪˈvent/,事件；活动；赛事,in the event;special event;current events,The charity event raised a lot of money.,这场慈善活动筹集了很多资金。,occasion;incident;happening,,in the event of = 如果发生。
443,special,A1,adj.; noun,/ˈspeʃl/,特别的；专门的；特色菜,special offer;special of;nothing special,Today is a special day for our family.,今天对我们家人来说是特别的日子。,particular;unique;extraordinary,ordinary;normal,specialise / specialist 相关词。
444,sometimes,A1,adv.,/ˈsʌmtaɪmz/,有时；间或,sometimes…sometimes;every sometimes,I sometimes walk to work when it is fine.,天气好时我有时步行上班。,occasionally;at times,always;never,频度介于 often 与 rarely 之间。
445,condition,A1,noun; verb,/kənˈdɪʃn/,状况；条件；疾病,in condition;on condition that;living conditions,The car is still in good condition.,这辆车车况仍然很好。,state;requirement;term,,on condition that = 条件是。
446,carry,A1,verb,/ˈkæri/,携带；运送；承担,carry on;carry out;carry with,Can you help me carry these boxes upstairs?,你能帮我把这些箱子搬上楼吗？,bear;transport;take,drop;leave,carry out = 执行；carry on=继续。
447,choose,A1,verb,/tʃuːz/,选择；挑选,choose from;choose to;hard to choose,You may choose any seat you like.,你可以任意挑选喜欢的座位。,select;pick;decide,reject;refuse,chose / chosen。
448,father,A1,noun; verb,/ˈfɑːðə(r)/,父亲；创建者,father of;father and mother;founding father,My father taught me how to ride a bike.,父亲教我骑自行车。,dad;parent;papa,mother,father-in-law = 岳父/公公。
449,decision,A1,noun,/dɪˈsɪʒn/,决定；判决,make a decision;decision of;final decision,It was a difficult decision to make.,那是一个艰难的决定。,choice;judgment;resolution,indecision,make / take a decision。
450,table,A1,noun; verb,/ˈteɪbl/,桌子；表格；提交讨论,on the table;dinner table;table of contents,Please put the plates on the table.,请把盘子放在桌上。,desk;chart;list,,timetable = 时间表。
451,certain,A1,adj.; pron.,/ˈsɜːtn/,确定的；某一；必然的,for certain;certain to;a certain,I am certain that we met before.,我确信我们以前见过。,sure;particular;definite,uncertain;doubtful,a certain + 名词 = 某个……。
452,forward,A1,adv.; adj.; verb; noun,/ˈfɔːwəd/,向前；远期的；转交,look forward to;move forward;put forward,I look forward to seeing you soon.,我期待很快见到你。,ahead;onward;advance,backward;back,look forward to + -ing。
453,main,A1,adj.; noun,/meɪn/,主要的；总管道,main idea;main of;in the main,What is the main idea of this paragraph?,这一段的中心思想是什么？,chief;primary;principal,minor;secondary,mainly = 主要地。
454,die,A1,verb,/daɪ/,死；消失；渴望,die of;die from;die out,Many plants die without enough water.,许多植物缺水就会枯死。,pass away;perish;expire,live;survive,die of illness；dying 为现在分词。
455,bear,A1,verb; noun,/beə(r)/,承受；忍受；熊；携带,bear with;bear in mind;polar bear,Please bear with me for a moment.,请稍等我一会儿。,endure;carry;tolerate,drop;refuse,bear in mind = 记住。
456,cut,A1,verb; noun; adj.,/kʌt/,切；削减；伤口,cut down;cut off;short cut,Please cut the vegetables into small pieces.,请把蔬菜切成小块。,slice;reduce;slash,join;increase,cut down on = 减少。
457,describe,A1,verb,/dɪˈskraɪb/,描述；形容,describe as;describe to;hard to describe,Can you describe the man you saw?,你能描述一下你见到的那个人吗？,portray;explain;depict,,description 是名词。
458,himself,A1,pron.,/hɪmˈself/,他自己；亲自,by himself;himself as;to himself,He fixed the bike by himself.,他自己修好了自行车。,alone;personally,,反身代词；by himself=独自。
459,available,A1,adj.,/əˈveɪləbl/,可获得的；有空的,available for;available to;make available,Tickets are still available online.,线上仍可买到票。,accessible;free;obtainable,unavailable;busy,availability 是名词。
460,especially,A1,adv.,/ɪˈspeʃəli/,尤其；特别,especially when;especially for;and especially,"I like autumn, especially on clear days.",我喜欢秋天，尤其是晴朗的日子。,particularly;notably;above all,,比 specially 更常表“尤其”。
461,strong,A1,adj.,/strɒŋ/,强壮的；强烈的；坚定的,strong wind;strong at;strong enough,There was a strong wind last night.,昨晚风很大。,powerful;sturdy;intense,weak;fragile,strength 是名词。
462,rise,A1,verb; noun,/raɪz/,上升；增加；起床；升起,rise to;give rise to;on the rise,The sun rises in the east every morning.,太阳每天早晨从东方升起。,increase;go up;climb,fall;set;drop,rise 不及物；raise 及物。
463,girl,A1,noun,/ɡɜːl/,女孩；姑娘,young girl;little girl;girl of,The girl next door often walks the dog.,隔壁的女孩常去遛狗。,daughter;lass;female child,boy,girlfriend = 女朋友。
